id,birth.place.cityNow.sameas.wikidata,birth.place.cityNow.sameas.wikipedia,birth.place.countryNow.sameas.wikidata,death.place.cityNow.sameas.wikidata,death.place.cityNow.sameas.wikipedia,death.place.countryNow.sameas.wikidata,founded.place.cityNow.sameas.wikidata,founded.place.cityNow.sameas.wikipedia,founded.place.countryNow.sameas.wikidata
392,https://www.wikidata.org/wiki/Q2307592,"https://www.wikipedia.org/wiki/Owosso,_Michigan",https://www.wikidata.org/wiki/Q30,https://www.wikidata.org/wiki/Q3056724,"https://www.wikipedia.org/wiki/Syosset,_New_York",https://www.wikidata.org/wiki/Q30,NA,NA,NA
479,https://www.wikidata.org/wiki/Q1741,https://www.wikipedia.org/wiki/Vienna,https://www.wikidata.org/wiki/Q40,https://www.wikidata.org/wiki/Q1741,https://www.wikipedia.org/wiki/Vienna,https://www.wikidata.org/wiki/Q40,NA,NA,NA
450,https://www.wikidata.org/wiki/Q49145,"https://www.wikipedia.org/wiki/New_Haven,_Connecticut",https://www.wikidata.org/wiki/Q30,https://www.wikidata.org/wiki/Q16557,https://www.wikipedia.org/wiki/Dallas,https://www.wikidata.org/wiki/Q30,NA,NA,NA
87,https://www.wikidata.org/wiki/Q209814,https://www.wikipedia.org/wiki/Guebwiller,https://www.wikidata.org/wiki/Q142,https://www.wikidata.org/wiki/Q467338,https://www.wikipedia.org/wiki/Bandol,https://www.wikidata.org/wiki/Q142,NA,NA,NA
174,https://www.wikidata.org/wiki/Q79815,https://www.wikipedia.org/wiki/Mulhouse,https://www.wikidata.org/wiki/Q142,https://www.wikidata.org/wiki/Q72,https://www.wikipedia.org/wiki/Z%C3%BCrich,https://www.wikidata.org/wiki/Q39,NA,NA,NA
892,https://www.wikidata.org/wiki/Q4249510,"https://www.wikipedia.org/wiki/Wingham,_Ontario",https://www.wikidata.org/wiki/Q16,NA,NA,NA,NA,NA,NA
417,https://www.wikidata.org/wiki/Q34647,https://www.wikipedia.org/wiki/Johannesburg,https://www.wikidata.org/wiki/Q258,https://www.wikidata.org/wiki/Q991443,"https://www.wikipedia.org/wiki/Winchester,_Massachusetts",https://www.wikidata.org/wiki/Q30,NA,NA,NA
305,https://www.wikidata.org/wiki/Q54352,https://www.wikipedia.org/wiki/Landskrona,https://www.wikidata.org/wiki/Q34,https://www.wikidata.org/wiki/Q1754,https://www.wikipedia.org/wiki/Stockholm,https://www.wikidata.org/wiki/Q34,NA,NA,NA
300,https://www.wikidata.org/wiki/Q90,https://www.wikipedia.org/wiki/Paris,https://www.wikidata.org/wiki/Q142,https://www.wikidata.org/wiki/Q90,https://www.wikipedia.org/wiki/Paris,https://www.wikidata.org/wiki/Q142,NA,NA,NA
543,https://www.wikidata.org/wiki/Q25286,https://www.wikipedia.org/wiki/Uppsala,https://www.wikidata.org/wiki/Q34,https://www.wikidata.org/wiki/Q1754,https://www.wikipedia.org/wiki/Stockholm,https://www.wikidata.org/wiki/Q34,NA,NA,NA
882,https://www.wikidata.org/wiki/Q60,https://www.wikipedia.org/wiki/New_York_City,https://www.wikidata.org/wiki/Q30,NA,NA,NA,NA,NA,NA
719,https://www.wikidata.org/wiki/Q1026431,https://www.wikipedia.org/wiki/Shantiniketan,https://www.wikidata.org/wiki/Q668,NA,NA,NA,NA,NA,NA
590,https://www.wikidata.org/wiki/Q90,https://www.wikipedia.org/wiki/Paris,https://www.wikidata.org/wiki/Q142,https://www.wikidata.org/wiki/Q656494,https://www.wikipedia.org/wiki/Saint-Cyr-sur-Loire,https://www.wikidata.org/wiki/Q142,NA,NA,NA
360,https://www.wikidata.org/wiki/Q90,https://www.wikipedia.org/wiki/Paris,https://www.wikidata.org/wiki/Q142,https://www.wikidata.org/wiki/Q1144518,"https://www.wikipedia.org/wiki/Great_Barrington,_Massachusetts",https://www.wikidata.org/wiki/Q30,NA,NA,NA
849,https://www.wikidata.org/wiki/Q39420,https://www.wikipedia.org/wiki/Sochi,https://www.wikidata.org/wiki/Q159,NA,NA,NA,NA,NA,NA
618,https://www.wikidata.org/wiki/Q90,https://www.wikipedia.org/wiki/Paris,https://www.wikidata.org/wiki/Q142,https://www.wikidata.org/wiki/Q90,https://www.wikipedia.org/wiki/Paris,https://www.wikidata.org/wiki/Q142,NA,NA,NA
381,https://www.wikidata.org/wiki/Q841802,https://www.wikipedia.org/wiki/Ainay-le-Ch%C3%A2teau,https://www.wikidata.org/wiki/Q142,https://www.wikidata.org/wiki/Q90,https://www.wikipedia.org/wiki/Paris,https://www.wikidata.org/wiki/Q142,NA,NA,NA
990,https://www.wikidata.org/wiki/Q60,https://www.wikipedia.org/wiki/New_York_City,https://www.wikidata.org/wiki/Q30,NA,NA,NA,NA,NA,NA
534,https://www.wikidata.org/wiki/Q649,https://www.wikipedia.org/wiki/Moscow,https://www.wikidata.org/wiki/Q159,https://www.wikidata.org/wiki/Q649,https://www.wikipedia.org/wiki/Moscow,https://www.wikidata.org/wiki/Q159,NA,NA,NA
377,https://www.wikidata.org/wiki/Q25610,https://www.wikipedia.org/wiki/Hampstead,https://www.wikidata.org/wiki/Q145,https://www.wikidata.org/wiki/Q2511632,https://www.wikipedia.org/wiki/Grantchester,https://www.wikidata.org/wiki/Q145,NA,NA,NA
412,https://www.wikidata.org/wiki/Q216,https://www.wikipedia.org/wiki/Vilnius,https://www.wikidata.org/wiki/Q37,NA,NA,NA,NA,NA,NA
802,https://www.wikidata.org/wiki/Q173813,"https://www.wikipedia.org/wiki/Stanford,_California",https://www.wikidata.org/wiki/Q30,NA,NA,NA,NA,NA,NA
926,https://www.wikidata.org/wiki/Q23436,https://www.wikipedia.org/wiki/Edinburgh,https://www.wikidata.org/wiki/Q145,NA,NA,NA,NA,NA,NA
768,https://www.wikidata.org/wiki/Q84,https://www.wikipedia.org/wiki/London,https://www.wikidata.org/wiki/Q145,NA,NA,NA,NA,NA,NA
101,https://www.wikidata.org/wiki/Q1025790,https://www.wikipedia.org/wiki/Fowey,https://www.wikidata.org/wiki/Q145,NA,NA,NA,NA,NA,NA
538,https://www.wikidata.org/wiki/Q2618728,https://www.wikipedia.org/wiki/Mit_Abu_El_Kom,https://www.wikidata.org/wiki/Q79,https://www.wikidata.org/wiki/Q85,https://www.wikipedia.org/wiki/Cairo,https://www.wikidata.org/wiki/Q79,NA,NA,NA
214,https://www.wikidata.org/wiki/Q84,https://www.wikipedia.org/wiki/London,https://www.wikidata.org/wiki/Q145,https://www.wikidata.org/wiki/Q3784243,https://www.wikipedia.org/wiki/Llangarron,https://www.wikidata.org/wiki/Q145,NA,NA,NA
311,https://www.wikidata.org/wiki/Q23154,https://www.wikipedia.org/wiki/Bristol,https://www.wikidata.org/wiki/Q145,https://www.wikidata.org/wiki/Q350,https://www.wikipedia.org/wiki/Cambridge,https://www.wikidata.org/wiki/Q145,NA,NA,NA
891,https://www.wikidata.org/wiki/Q2916809,https://www.wikipedia.org/wiki/Sde_Nahum,https://www.wikidata.org/wiki/Q801,NA,NA,NA,NA,NA,NA
490,https://www.wikidata.org/wiki/Q12191,https://www.wikipedia.org/wiki/Nantes,https://www.wikidata.org/wiki/Q142,https://www.wikidata.org/wiki/Q90,https://www.wikipedia.org/wiki/Paris,https://www.wikidata.org/wiki/Q142,NA,NA,NA
208,https://www.wikidata.org/wiki/Q1754,https://www.wikipedia.org/wiki/Stockholm,https://www.wikidata.org/wiki/Q34,https://www.wikidata.org/wiki/Q25286,https://www.wikipedia.org/wiki/Uppsala,https://www.wikidata.org/wiki/Q34,NA,NA,NA
111,https://www.wikidata.org/wiki/Q1726,https://www.wikipedia.org/wiki/Munich,https://www.wikidata.org/wiki/Q183,NA,NA,NA,NA,NA,NA
960,https://www.wikidata.org/wiki/Q60,https://www.wikipedia.org/wiki/New_York_City,https://www.wikidata.org/wiki/Q30,https://www.wikidata.org/wiki/Q1087523,"https://www.wikipedia.org/wiki/Rumson,_New_Jersey",https://www.wikidata.org/wiki/Q30,NA,NA,NA
920,https://www.wikidata.org/wiki/Q3130,https://www.wikipedia.org/wiki/Sydney,https://www.wikidata.org/wiki/Q16,NA,NA,NA,NA,NA,NA
33,https://www.wikidata.org/wiki/Q989567,"https://www.wikipedia.org/wiki/Wooster,_Ohio",https://www.wikidata.org/wiki/Q30,https://www.wikidata.org/wiki/Q484678,"https://www.wikipedia.org/wiki/Berkeley,_California",https://www.wikidata.org/wiki/Q30,NA,NA,NA
186,https://www.wikidata.org/wiki/Q18125,https://www.wikipedia.org/wiki/Manchester,https://www.wikidata.org/wiki/Q145,https://www.wikidata.org/wiki/Q2223229,"https://www.wikipedia.org/wiki/Bourne,_Lincolnshire",https://www.wikidata.org/wiki/Q145,NA,NA,NA
499,https://www.wikidata.org/wiki/Q4093,https://www.wikipedia.org/wiki/Glasgow,https://www.wikidata.org/wiki/Q145,https://www.wikidata.org/wiki/Q84,https://www.wikipedia.org/wiki/London,https://www.wikidata.org/wiki/Q145,NA,NA,NA
368,https://www.wikidata.org/wiki/Q18419,https://www.wikipedia.org/wiki/Brooklyn,https://www.wikidata.org/wiki/Q30,https://www.wikidata.org/wiki/Q173813,"https://www.wikipedia.org/wiki/Stanford,_California",https://www.wikidata.org/wiki/Q30,NA,NA,NA
119,https://www.wikidata.org/wiki/Q835831,"https://www.wikipedia.org/wiki/Mount_Vernon,_New_York",https://www.wikidata.org/wiki/Q30,https://www.wikidata.org/wiki/Q47265,"https://www.wikipedia.org/wiki/Palo_Alto,_California",https://www.wikidata.org/wiki/Q30,NA,NA,NA
203,https://www.wikidata.org/wiki/Q1757,https://www.wikipedia.org/wiki/Helsinki,https://www.wikidata.org/wiki/Q33,https://www.wikidata.org/wiki/Q1757,https://www.wikipedia.org/wiki/Helsinki,https://www.wikidata.org/wiki/Q33,NA,NA,NA
722,https://www.wikidata.org/wiki/Q25286,https://www.wikipedia.org/wiki/Uppsala,https://www.wikidata.org/wiki/Q34,https://www.wikidata.org/wiki/Q25287,https://www.wikipedia.org/wiki/Gothenburg,https://www.wikidata.org/wiki/Q34,NA,NA,NA
310,https://www.wikidata.org/wiki/Q3619316,https://www.wikipedia.org/wiki/Grenaa,https://www.wikidata.org/wiki/Q35,https://www.wikidata.org/wiki/Q1748,https://www.wikipedia.org/wiki/Copenhagen,https://www.wikidata.org/wiki/Q35,NA,NA,NA
475,https://www.wikidata.org/wiki/Q12996,https://www.wikipedia.org/wiki/Ostend,https://www.wikidata.org/wiki/Q31,https://www.wikidata.org/wiki/Q4191,https://www.wikipedia.org/wiki/Lucerne,https://www.wikidata.org/wiki/Q39,NA,NA,NA
553,https://www.wikidata.org/wiki/Q37995,https://www.wikipedia.org/wiki/Yangon,https://www.wikidata.org/wiki/Q836,NA,NA,NA,NA,NA,NA
780,https://www.wikidata.org/wiki/Q756273,https://www.wikipedia.org/wiki/Karcag,https://www.wikidata.org/wiki/Q28,NA,NA,NA,NA,NA,NA
923,https://www.wikidata.org/wiki/Q1004614,https://www.wikipedia.org/wiki/Savur,https://www.wikidata.org/wiki/Q43,NA,NA,NA,NA,NA,NA
845,https://www.wikidata.org/wiki/Q18094,https://www.wikipedia.org/wiki/Honolulu,https://www.wikidata.org/wiki/Q30,NA,NA,NA,NA,NA,NA
428,https://www.wikidata.org/wiki/Q33486,"https://www.wikipedia.org/wiki/Hartford,_Connecticut",https://www.wikidata.org/wiki/Q30,https://www.wikidata.org/wiki/Q999123,"https://www.wikipedia.org/wiki/Huntington,_New_York",https://www.wikidata.org/wiki/Q30,NA,NA,NA
942,https://www.wikidata.org/wiki/Q43199,"https://www.wikipedia.org/wiki/Omaha,_Nebraska",https://www.wikidata.org/wiki/Q30,NA,NA,NA,NA,NA,NA
789,https://www.wikidata.org/wiki/Q329503,https://www.wikipedia.org/wiki/Kalgoorlie,https://www.wikidata.org/wiki/Q408,NA,NA,NA,NA,NA,NA
743,https://www.wikidata.org/wiki/Q1345,https://www.wikipedia.org/wiki/Philadelphia,https://www.wikidata.org/wiki/Q30,NA,NA,NA,NA,NA,NA
409,https://www.wikidata.org/wiki/Q60,https://www.wikipedia.org/wiki/New_York_City,https://www.wikidata.org/wiki/Q30,NA,NA,https://www.wikidata.org/wiki/Q30,NA,NA,NA
419,https://www.wikidata.org/wiki/Q1533,https://www.wikipedia.org/wiki/Caracas,https://www.wikidata.org/wiki/Q717,https://www.wikidata.org/wiki/Q100,https://www.wikipedia.org/wiki/Boston,https://www.wikidata.org/wiki/Q30,NA,NA,NA
103,https://www.wikidata.org/wiki/Q1297,https://www.wikipedia.org/wiki/Chicago,https://www.wikidata.org/wiki/Q30,NA,NA,NA,NA,NA,NA
936,https://www.wikidata.org/wiki/Q1757,https://www.wikipedia.org/wiki/Helsinki,https://www.wikidata.org/wiki/Q33,NA,NA,NA,NA,NA,NA
426,https://www.wikidata.org/wiki/Q26521,https://www.wikipedia.org/wiki/Halmstad,https://www.wikidata.org/wiki/Q34,NA,NA,NA,NA,NA,NA
933,https://www.wikidata.org/wiki/Q2247076,https://www.wikipedia.org/wiki/Barger-Compascuum,https://www.wikidata.org/wiki/Q55,NA,NA,NA,NA,NA,NA
345,https://www.wikidata.org/wiki/Q1486,https://www.wikipedia.org/wiki/Buenos_Aires,https://www.wikidata.org/wiki/Q414,https://www.wikidata.org/wiki/Q1486,https://www.wikipedia.org/wiki/Buenos_Aires,https://www.wikidata.org/wiki/Q414,NA,NA,NA
445,https://www.wikidata.org/wiki/Q1022,https://www.wikipedia.org/wiki/Stuttgart,https://www.wikidata.org/wiki/Q183,NA,NA,NA,NA,NA,NA
468,https://www.wikidata.org/wiki/Q1085,https://www.wikipedia.org/wiki/Prague,https://www.wikidata.org/wiki/Q213,https://www.wikidata.org/wiki/Q1741,https://www.wikipedia.org/wiki/Vienna,https://www.wikidata.org/wiki/Q40,NA,NA,NA
689,https://www.wikidata.org/wiki/Q1018739,"https://www.wikipedia.org/wiki/Klippan,_Scania",https://www.wikidata.org/wiki/Q34,https://www.wikidata.org/wiki/Q103679,https://www.wikipedia.org/wiki/Jämtland_County,https://www.wikidata.org/wiki/Q34,NA,NA,NA
145,https://www.wikidata.org/wiki/Q270887,https://www.wikipedia.org/wiki/Lethbridge,https://www.wikidata.org/wiki/Q16,https://www.wikidata.org/wiki/Q133116,"https://www.wikipedia.org/wiki/Hamilton,_Ontario",https://www.wikidata.org/wiki/Q16,NA,NA,NA
621,https://www.wikidata.org/wiki/Q3057926,https://www.wikipedia.org/wiki/Trellech,https://www.wikidata.org/wiki/Q145,https://www.wikidata.org/wiki/Q1071035,https://www.wikipedia.org/wiki/Penrhyndeudraeth,https://www.wikidata.org/wiki/Q145,NA,NA,NA
535,https://www.wikidata.org/wiki/Q10686,https://www.wikipedia.org/wiki/Belfast,NA,https://www.wikidata.org/wiki/Q10686,https://www.wikipedia.org/wiki/Belfast,NA,NA,NA,NA
572,https://www.wikidata.org/wiki/Q3321646,https://www.wikipedia.org/wiki/Kvikne,https://www.wikidata.org/wiki/Q20,https://www.wikidata.org/wiki/Q90,https://www.wikipedia.org/wiki/Paris,https://www.wikidata.org/wiki/Q142,NA,NA,NA
937,https://www.wikidata.org/wiki/Q485708,"https://www.wikipedia.org/wiki/Duluth,_Minnesota",https://www.wikidata.org/wiki/Q30,NA,NA,NA,NA,NA,NA
629,https://www.wikidata.org/wiki/Q649,https://www.wikipedia.org/wiki/Moscow,https://www.wikidata.org/wiki/Q159,https://www.wikidata.org/wiki/Q593888,https://www.wikipedia.org/wiki/Peredelkino,https://www.wikidata.org/wiki/Q159,NA,NA,NA
99,https://www.wikidata.org/wiki/Q10690,https://www.wikipedia.org/wiki/Cardiff,https://www.wikidata.org/wiki/Q145,NA,NA,NA,NA,NA,NA
879,https://www.wikidata.org/wiki/Q1903165,"https://www.wikipedia.org/wiki/Little_Falls,_Minnesota",https://www.wikidata.org/wiki/Q30,NA,NA,NA,NA,NA,NA
865,https://www.wikidata.org/wiki/Q189602,"https://www.wikipedia.org/wiki/Missoula,_Montana",https://www.wikidata.org/wiki/Q30,NA,NA,NA,NA,NA,NA
861,https://www.wikidata.org/wiki/Q1297,https://www.wikipedia.org/wiki/Chicago,https://www.wikidata.org/wiki/Q30,NA,NA,NA,NA,NA,NA
261,https://www.wikidata.org/wiki/Q16558,"https://www.wikipedia.org/wiki/Fort_Worth,_Texas",https://www.wikidata.org/wiki/Q30,https://www.wikidata.org/wiki/Q1088520,"https://www.wikipedia.org/wiki/Cresskill,_New_Jersey",https://www.wikidata.org/wiki/Q30,NA,NA,NA
105,https://www.wikidata.org/wiki/Q18419,https://www.wikipedia.org/wiki/Brooklyn,https://www.wikidata.org/wiki/Q30,https://www.wikidata.org/wiki/Q173813,"https://www.wikipedia.org/wiki/Stanford,_California",https://www.wikidata.org/wiki/Q30,NA,NA,NA
34,https://www.wikidata.org/wiki/Q24197253,https://www.wikipedia.org/wiki/Glencorse,https://www.wikidata.org/wiki/Q145,https://www.wikidata.org/wiki/Q5041644,https://www.wikipedia.org/wiki/Carlops,https://www.wikidata.org/wiki/Q145,NA,NA,NA
298,https://www.wikidata.org/wiki/Q104096,https://www.wikipedia.org/wiki/Corteno_Golgi,https://www.wikidata.org/wiki/Q38,https://www.wikidata.org/wiki/Q6259,https://www.wikipedia.org/wiki/Pavia,https://www.wikidata.org/wiki/Q38,NA,NA,NA
666,https://www.wikidata.org/wiki/Q3332445,https://www.wikipedia.org/wiki/Iria_Flavia,https://www.wikidata.org/wiki/Q29,https://www.wikidata.org/wiki/Q2807,https://www.wikipedia.org/wiki/Madrid,https://www.wikidata.org/wiki/Q29,NA,NA,NA
189,https://www.wikidata.org/wiki/Q365,https://www.wikipedia.org/wiki/Cologne,https://www.wikidata.org/wiki/Q183,https://www.wikidata.org/wiki/Q2966,https://www.wikipedia.org/wiki/Heidelberg,https://www.wikidata.org/wiki/Q183,NA,NA,NA
343,https://www.wikidata.org/wiki/Q1085,https://www.wikipedia.org/wiki/Prague,https://www.wikidata.org/wiki/Q213,https://www.wikidata.org/wiki/Q49111,"https://www.wikipedia.org/wiki/Cambridge,_Massachusetts",https://www.wikidata.org/wiki/Q30,NA,NA,NA
43,https://www.wikidata.org/wiki/Q60,https://www.wikipedia.org/wiki/New_York_City,https://www.wikidata.org/wiki/Q30,https://www.wikidata.org/wiki/Q850869,"https://www.wikipedia.org/wiki/San_Marino,_California",https://www.wikidata.org/wiki/Q30,NA,NA,NA
588,https://www.wikidata.org/wiki/Q68972,https://www.wikipedia.org/wiki/Liestal,https://www.wikidata.org/wiki/Q39,https://www.wikidata.org/wiki/Q4191,https://www.wikipedia.org/wiki/Lucerne,https://www.wikidata.org/wiki/Q39,NA,NA,NA
500,https://www.wikidata.org/wiki/Q1055,https://www.wikipedia.org/wiki/Hamburg,https://www.wikidata.org/wiki/Q183,https://www.wikidata.org/wiki/Q64,https://www.wikipedia.org/wiki/Berlin,https://www.wikidata.org/wiki/Q183,NA,NA,NA
740,https://www.wikidata.org/wiki/Q748474,"https://www.wikipedia.org/wiki/Corvallis,_Oregon",https://www.wikidata.org/wiki/Q30,NA,NA,NA,NA,NA,NA
124,https://www.wikidata.org/wiki/Q6596,https://www.wikipedia.org/wiki/Gorizia,https://www.wikidata.org/wiki/Q38,NA,NA,NA,NA,NA,NA
501,https://www.wikidata.org/wiki/Q1486,https://www.wikipedia.org/wiki/Buenos_Aires,https://www.wikidata.org/wiki/Q414,https://www.wikidata.org/wiki/Q1486,https://www.wikipedia.org/wiki/Buenos_Aires,https://www.wikidata.org/wiki/Q414,NA,NA,NA
836,https://www.wikidata.org/wiki/Q16552,https://www.wikipedia.org/wiki/San_Diego,https://www.wikidata.org/wiki/Q30,NA,NA,NA,NA,NA,NA
